seed,left,right,comparison,role,view,target,audit_budget,scope,historical_scope,historical_actual_audit_budget,split,left_loss,right_loss,left_minus_right,signed_gain_left_minus_right,causal_replacement
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.28397711961169453,0.3067554165251938,-0.022778296913499252,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.2876353335449407,0.3067554165251938,-0.019120082980253084,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.2893970621283431,0.3067554165251938,-0.017358354396850684,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.2961259961311967,0.3067554165251938,-0.010629420393997058,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.2973291551535828,0.3067554165251938,-0.009426261371610956,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation,0.29578984226679444,0.3067554165251938,-0.010965574258399335,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.3003243993134563,0.3068980650891795,-0.006573665775723214,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.30383222844361696,0.3068980650891795,-0.0030658366455625363,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.30306974405462644,0.3068980650891795,-0.0038283210345530505,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.30232848079361974,0.3068980650891795,-0.004569584295559759,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.30341165360013045,0.3068980650891795,-0.003486411489049046,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation,0.30343833124375674,0.3068980650891795,-0.003459733845422752,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.2675817898877348,0.2903518127357525,-0.022770022848017712,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.2705262722082317,0.2903518127357525,-0.01982554052752078,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.2723949988460702,0.2903518127357525,-0.017956813889682288,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.28031676080150697,0.2903518127357525,-0.010035051934245531,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.28224120873138864,0.2903518127357525,-0.008110604004363864,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,validation_person_weighted,0.28028822950935955,0.2903518127357525,-0.010063583226392947,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.3064348890639012,0.31872632369154397,-0.012291434627642761,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.3105056780499811,0.31872632369154397,-0.008220645641562885,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.3097735410326714,0.31872632369154397,-0.00895278265887256,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.3107969633732895,0.31872632369154397,-0.007929360318254475,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.31207927687445525,0.31872632369154397,-0.00664704681708872,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,income_binary,,utility,primary,,development_evaluation_person_weighted,0.31194980534319294,0.31872632369154397,-0.006776518348351024,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.2987070711756241,0.31409655632363015,-0.015389485148006032,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.30277789107999437,0.31409655632363015,-0.011318665243635784,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.30291954532688464,0.31409655632363015,-0.011177010996745507,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.3168978714098382,0.31409655632363015,0.002801315086208067,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.31778906434325777,0.31409655632363015,0.003692508019627616,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation,0.3178572255810814,0.31409655632363015,0.0037606692574512768,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.2690470857898677,0.28475496083864515,-0.015707875048777464,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.27228204716316357,0.28475496083864515,-0.01247291367548159,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.27127634738663853,0.28475496083864515,-0.013478613452006627,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.28434388526478377,0.28475496083864515,-0.0004110755738613858,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.28474265749554545,0.28475496083864515,-1.2303343099706598e-05,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation,0.2849654238671028,0.28475496083864515,0.00021046302845761922,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.2942270058833493,0.3056778812204597,-0.011450875337110367,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.2961034427196629,0.3056778812204597,-0.009574438500796811,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.296574038296784,0.3056778812204597,-0.009103842923675665,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.3080814000812717,0.3056778812204597,0.002403518860812026,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.30924429211022003,0.3056778812204597,0.003566410889760341,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,validation_person_weighted,0.308922665514865,0.3056778812204597,0.003244784294405334,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.2517659807194758,0.26590580115060536,-0.014139820431129546,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.25520558340117977,0.26590580115060536,-0.010700217749425589,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.2544693205492963,0.26590580115060536,-0.011436480601309085,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.2674557537174526,0.26590580115060536,0.001549952566847257,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.267669787181817,0.26590580115060536,0.0017639860312116395,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,A,civilian_at_work,,utility,primary,,development_evaluation_person_weighted,0.2678124251331218,0.26590580115060536,0.0019066239825164533,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.49608315451000745,0.4888160896889246,0.007267064821082858,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.4888424240055567,0.4888160896889246,2.6334316632126153e-05,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.49705736466410877,0.4888160896889246,0.008241274975184176,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.49747592874691404,0.4888160896889246,0.008659839057989449,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.4985308731028793,0.4888160896889246,0.009714783413954708,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation,0.49767737595597183,0.4888160896889246,0.008861286267047241,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.5266273658827885,0.5179215912219812,0.008705774660807242,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.521409544190562,0.5179215912219812,0.003487952968580732,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.5228610527590685,0.5179215912219812,0.004939461537087242,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.5233402218397585,0.5179215912219812,0.005418630617777254,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.5241206870963733,0.5179215912219812,0.006199095874392047,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation,0.5238711705868833,0.5179215912219812,0.005949579364902036,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5151558118463687,0.5013222269846658,0.013833584861702941,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5063284365575366,0.5013222269846658,0.00500620957287079,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5131437851029188,0.5013222269846658,0.011821558118253028,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5150807419485426,0.5013222269846658,0.013758514963876811,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5156620126580914,0.5013222269846658,0.014339785673425642,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,validation_person_weighted,0.5148834064859222,0.5013222269846658,0.01356117950125646,,False
0,F_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.5330015652759237,0.5276901519905658,0.005311413285357891,,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.5324154879289307,0.5276901519905658,0.004725335938364883,,False
0,F_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.533221486138446,0.5276901519905658,0.005531334147880207,,False
0,P_I,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.5324552374769616,0.5276901519905658,0.004765085486395759,,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.5336458676292312,0.5276901519905658,0.005955715638665371,,False
0,P_J,E_pca,contextual_learned_minus_historical,utility,B,public_coverage,,utility,primary,,development_evaluation_person_weighted,0.5333493291708836,0.5276901519905658,0.0056591771803178315,,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.665453479393302,0.6509409117683247,0.014512567624977324,-0.014512567624977324,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.665453479393302,0.6509409117683247,0.014512567624977324,-0.014512567624977324,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6635229331818594,0.6509409117683247,0.012582021413534705,-0.012582021413534705,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.6749465382342843,0.6509409117683247,0.024005626465959606,-0.024005626465959606,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.6749465382342843,0.6509409117683247,0.024005626465959606,-0.024005626465959606,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6700810071479091,0.6509409117683247,0.019140095379584388,-0.019140095379584388,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.6798974571686485,0.6509409117683247,0.028956545400323774,-0.028956545400323774,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.6798974571686485,0.6509409117683247,0.028956545400323774,-0.028956545400323774,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6789996713916658,0.6509409117683247,0.028058759623341145,-0.028058759623341145,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.6857579593600724,0.6509409117683247,0.03481704759174775,-0.03481704759174775,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.6857579593600724,0.6509409117683247,0.03481704759174775,-0.03481704759174775,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6857579593600724,0.6509409117683247,0.03481704759174775,-0.03481704759174775,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.6860125733795417,0.6509409117683247,0.035071661611217,-0.035071661611217,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.6860125733795417,0.6509409117683247,0.035071661611217,-0.035071661611217,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6860125733795417,0.6509409117683247,0.035071661611217,-0.035071661611217,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation,0.6863713794274886,0.6509409117683247,0.03543046765916391,-0.03543046765916391,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation,0.6863713794274886,0.6509409117683247,0.03543046765916391,-0.03543046765916391,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation,0.6863713794274886,0.6509409117683247,0.03543046765916391,-0.03543046765916391,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.6762687595639445,0.6595765398447443,0.016692219719200208,-0.016692219719200208,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.6762687595639445,0.6595765398447443,0.016692219719200208,-0.016692219719200208,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.6754537767528169,0.6595765398447443,0.015877236908072634,-0.015877236908072634,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.6862932636005423,0.6595765398447443,0.026716723755798033,-0.026716723755798033,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.6862932636005423,0.6595765398447443,0.026716723755798033,-0.026716723755798033,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.6816521735733747,0.6595765398447443,0.022075633728630417,-0.022075633728630417,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.687606711258814,0.6595765398447443,0.028030171414069716,-0.028030171414069716,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.687606711258814,0.6595765398447443,0.028030171414069716,-0.028030171414069716,False
0,F_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.6894952809550713,0.6595765398447443,0.029918741110326996,-0.029918741110326996,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.6882986883686839,0.6595765398447443,0.028722148523939617,-0.028722148523939617,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.6882986883686839,0.6595765398447443,0.028722148523939617,-0.028722148523939617,False
0,P_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.6882986883686839,0.6595765398447443,0.028722148523939617,-0.028722148523939617,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.6895959537192617,0.6595765398447443,0.030019413874517453,-0.030019413874517453,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.6895959537192617,0.6595765398447443,0.030019413874517453,-0.030019413874517453,False
0,P_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.6895959537192617,0.6595765398447443,0.030019413874517453,-0.030019413874517453,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,development_evaluation,0.689580862667128,0.6595765398447443,0.030004322822383744,-0.030004322822383744,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,development_evaluation,0.689580862667128,0.6595765398447443,0.030004322822383744,-0.030004322822383744,False
0,P_J,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,development_evaluation,0.689580862667128,0.6595765398447443,0.030004322822383744,-0.030004322822383744,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation_person_weighted,0.6618884118152917,0.6472671823818171,0.014621229433474547,-0.014621229433474547,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation_person_weighted,0.6618884118152917,0.6472671823818171,0.014621229433474547,-0.014621229433474547,False
0,F_I,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation_person_weighted,0.6619940801253944,0.6472671823818171,0.014726897743577272,-0.014726897743577272,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,standard_independent,primary,120,validation_person_weighted,0.6735093086859879,0.6472671823818171,0.026242126304170776,-0.026242126304170776,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_independent,primary,120,validation_person_weighted,0.6735093086859879,0.6472671823818171,0.026242126304170776,-0.026242126304170776,False
0,F_Iplus,E_pca,contextual_learned_minus_historical,audit,AB,SEX,120,expanded_catchup,primary,120,validation_person_weighted,0.6692930344685564,0.6472671823818171,0.02202585208673924,-0.02202585208673924,False
